Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
122257.0,-0.4096,1.2219,-0.1041,0.9516,0.8278,-0.8774,1.2384,-0.2565,-0.2341,0.2875,-1.4405,-1.087,-2.0619,0.7736,-0.0938,-1.1325,0.2581,-0.1393,0.8087,-0.1313,0.1098,0.509,-0.2341,-0.1161,-0.0389,-0.3872,0.1709,0.2314,1.0,0
122263.0,2.0754,-0.6915,-1.1752,-0.7608,-0.5124,-0.2877,-0.9817,0.0405,-0.3402,0.2066,1.5617,0.3668,0.9471,-2.0833,-0.3722,1.7821,1.1197,-0.1213,0.4114,0.1397,0.3088,0.9344,0.1183,0.6289,-0.1552,-0.142,0.027,-0.0111,29.0,0
122266.0,-0.9492,-0.9499,-0.2536,-1.174,1.155,5.0067,0.93,1.1241,0.4201,-1.2522,-0.7404,0.129,-0.3027,-0.3696,-0.7134,-0.0439,-0.3715,-0.3244,-0.2102,0.7748,0.0854,-0.3296,0.998,0.6566,-0.6153,-0.0198,0.0659,0.2146,400.82,0
122267.0,-2.1963,0.0643,0.2245,1.1623,0.25,-0.3036,0.0203,-0.7843,1.1282,0.4109,-1.3695,0.6113,-0.0357,-0.5358,-1.2297,-0.537,0.0623,-0.85,0.5415,-1.2286,0.0541,-1.0249,1.0868,-0.0876,-0.7129,-1.1615,-0.1795,-0.0503,25.99,0
122270.0,-1.5779,-0.6922,2.3457,-3.1115,-1.1343,-0.4846,-0.3536,0.2365,0.4143,-0.5067,-1.2991,-0.4601,-0.1626,-0.7996,0.2829,-0.613,-0.7159,1.6804,-2.0836,-0.2396,-0.2278,-0.0424,-0.1705,-0.0155,0.412,0.6519,0.358,0.2603,100.0,0
122270.0,0.2954,1.4127,0.558,4.4208,0.9791,-0.0339,1.0654,-0.4139,-2.0283,2.0968,-0.8024,-0.2809,1.3438,0.0747,0.6695,-0.3562,-0.1823,0.1218,0.8481,0.4802,0.3586,1.4133,0.0373,0.0955,-1.2083,0.3519,0.3828,0.1358,33.38,0
122270.0,1.8651,0.3945,-0.6429,3.7223,0.5568,0.6764,-0.0436,0.1614,-0.8928,1.5367,0.2406,0.5027,-0.3036,0.204,-2.1294,0.6087,-0.7091,-0.08,-1.1248,-0.2813,0.1287,0.4789,0.1159,0.6966,0.0988,0.0473,-0.0329,-0.0541,7.56,0
122279.0,2.0538,0.1452,-1.4443,1.1153,0.434,-0.6199,0.225,-0.235,0.2934,0.3382,-1.0677,-0.1162,-0.25,0.5431,0.6213,0.0662,-0.7005,0.1394,-0.5236,-0.2513,0.2349,0.7582,0.0062,0.574,0.354,-0.449,-0.005,-0.0471,5.44,0
122284.0,2.2638,-0.7117,-1.8687,-1.3432,0.2592,-0.0918,-0.4312,-0.1706,-0.8511,1.0203,0.2712,0.0983,1.0867,-0.0035,-0.3402,1.3673,-0.5429,-0.5322,1.1055,0.092,0.4208,1.2033,-0.1268,-0.2165,0.3554,0.0758,-0.0443,-0.0773,15.0,0
122289.0,1.9972,-0.2763,-1.1064,0.0265,-0.1243,-0.0541,-0.6906,0.2477,1.2642,-0.5007,0.6175,-0.0052,-1.4442,-0.8415,0.3447,1.0314,0.098,1.1241,0.3298,-0.2238,-0.2646,-0.7354,0.3591,0.1064,-0.5011,-0.3038,0.006,-0.0206,2.2,0
122293.0,2.2038,-0.8703,-1.4626,-1.0764,-0.5073,-0.8416,-0.5532,-0.1652,-0.5168,1.084,0.4142,-0.8037,-1.1326,0.4356,-0.158,1.3161,-0.2157,-0.4452,0.8764,-0.0845,0.4546,1.2306,-0.0719,-0.4667,0.1761,0.0895,-0.0496,-0.0816,17.85,0
122298.0,1.9186,-0.2218,-0.7644,1.4709,-0.0363,0.1213,-0.1749,0.1007,0.9616,0.1709,-0.0973,1.0514,-0.8667,0.0485,-2.3266,-0.5855,-0.116,-0.3213,0.64,-0.321,-0.306,-0.5414,0.1911,-0.4427,0.0377,-0.8119,0.0339,-0.0578,11.0,0
122304.0,-0.0307,0.1904,1.2895,0.0301,0.0364,1.9103,-0.6044,0.4996,-1.3672,0.7673,1.3278,1.0021,1.2432,0.0336,1.7663,-3.1818,1.1963,0.6064,1.1945,-0.2453,-0.3434,-0.2372,0.1692,-1.3796,-1.2535,-0.1739,0.2108,0.1813,0.01,0
122312.0,-0.4234,-0.7106,0.8456,-2.3892,-0.5466,-0.8983,0.0549,0.0691,-0.486,-0.171,0.2148,-0.6156,-2.0218,0.4832,-0.4781,-1.4161,-0.2112,1.9027,-0.2806,-0.4397,-0.1708,-0.2308,0.1737,0.0292,-0.7423,0.5147,0.0882,0.1689,68.0,0
122314.0,-4.408,-6.2115,1.3612,-1.2373,3.7314,-2.9089,-1.9894,0.3094,-0.3694,-0.0105,0.1413,-0.3359,-0.9542,-0.2686,-1.817,1.4703,-0.409,-0.9608,-0.0096,1.9347,0.4115,-0.8396,1.5795,-0.5279,0.1348,-0.7728,-0.3798,0.0029,329.96,0
122315.0,1.6262,-0.82,-0.3466,1.3618,-0.3509,1.0122,-0.636,0.3349,1.1738,0.0825,0.0051,1.2389,0.0943,-0.3084,-1.3291,0.2204,-0.6474,0.2909,0.2278,0.0715,-0.103,-0.3531,0.1676,0.182,-0.2962,-0.8983,0.0472,-0.0076,150.0,0
122325.0,0.1493,-0.034,0.3544,-1.0392,-0.0936,-0.0678,-0.4407,0.2163,-1.0266,-0.156,1.2544,-0.7186,-0.3377,-1.8686,-0.0004,1.4256,1.5104,0.316,1.3686,0.2866,0.3752,1.0179,-0.0687,0.5997,-0.4313,-0.0081,0.1138,0.0949,24.99,0
122326.0,2.1973,-1.6181,-0.6295,-1.407,-1.7298,-0.8548,-1.2928,-0.1334,-0.8442,1.5672,-1.1895,-1.4221,-0.8204,-0.2762,0.1193,-0.4369,0.5747,0.0818,-0.2957,-0.4528,-0.1305,0.0224,0.2502,-0.0662,-0.3555,-0.1727,0.0147,-0.0413,52.0,0
122329.0,-0.3416,0.0299,1.6195,-0.5939,-0.5557,0.2467,-0.5824,0.3888,1.315,-0.4395,-0.0702,-0.1068,-1.5028,-0.1896,-0.0924,0.8457,-1.087,1.4374,-0.1697,-0.3393,0.3345,1.0096,-0.0101,-0.3713,-0.6385,-0.3489,-0.1125,0.0468,0.89,0
122333.0,2.0049,-0.3621,-0.2816,0.1818,-0.8002,-0.8308,-0.4962,-0.0935,1.3518,-0.2015,-0.794,0.4425,-0.0571,-0.0265,0.6956,0.2162,-0.4878,-0.2595,0.03,-0.2277,-0.1967,-0.4158,0.3942,0.016,-0.5071,-0.2858,0.009,-0.0367,3.85,0
122338.0,-1.2751,1.2539,1.8457,0.1837,1.295,1.469,1.7915,-0.897,1.7172,2.4702,-0.1579,-0.0993,-0.3432,-1.8109,-1.0861,-0.9474,-0.996,0.0196,1.9399,1.1673,-1.0951,-1.3515,-0.5133,-1.5308,0.6401,-0.8562,-0.0775,-0.874,45.74,0
122341.0,1.9413,-0.2459,-1.1957,0.5081,-0.1528,-1.1741,0.3193,-0.3757,0.5338,0.0212,-0.7742,0.5986,0.275,0.2045,-0.2472,-0.2699,-0.1973,-0.9186,0.1812,-0.0865,-0.2082,-0.5519,0.227,0.0717,-0.2088,0.2661,-0.0832,-0.0518,65.06,0
122342.0,2.1989,-0.5449,-1.1111,-0.7228,-0.6323,-1.5343,-0.1429,-0.4778,-0.657,0.7596,-0.1119,0.2557,0.9887,-0.1961,-0.4115,0.3953,0.5433,-2.2221,0.5942,-0.0277,0.0659,0.3059,0.2457,0.4375,-0.046,-0.304,-0.0282,-0.0588,3.96,0
122343.0,-0.0658,1.7826,0.8163,3.9267,1.5867,1.1129,1.3452,-0.5358,-1.1698,2.9221,-1.4539,-1.1217,0.2835,-0.4989,0.5218,-0.402,-0.3898,-0.1681,1.5996,0.7923,-0.4713,-0.5198,-0.0543,-0.0217,-0.7883,-0.029,0.1887,-0.2578,9.81,0
122348.0,-0.6604,1.2163,0.0377,0.9374,0.2168,1.1764,-0.6589,-0.8087,0.1808,-0.2136,-0.3998,0.9899,-0.51,0.3437,-1.7686,-0.434,0.1399,0.1172,1.4996,-0.5761,1.239,-1.2149,0.5688,0.1131,-1.541,-1.1573,0.3299,0.2264,4.8,0
122348.0,2.0265,-1.9343,-1.0568,-1.1451,-1.4012,-0.3568,-0.9266,-0.1647,-0.6205,1.2951,-1.9002,-0.7243,-0.2417,-0.7589,-1.9609,-1.3319,1.134,-0.7258,0.6154,-0.2389,-0.4719,-0.9127,0.1577,-0.4484,-0.1931,-0.3065,-0.0018,-0.0355,148.08,0
122355.0,2.0966,-0.9173,-1.7009,-0.9444,-0.3923,-1.1194,-0.1527,-0.3187,-0.5191,0.8573,-0.7942,-1.2712,-1.0951,0.4145,0.432,0.9618,0.2378,-1.5518,0.6816,0.0641,0.0729,-0.1135,0.1927,0.6993,-0.1121,-0.3517,-0.0759,-0.0449,89.95,0
122356.0,2.0059,-0.1854,-1.0305,0.3353,-0.2293,-0.9666,0.016,-0.1344,0.4358,0.2717,0.86,0.5937,-1.0977,0.6895,-0.5504,0.1142,-0.4442,-0.2738,0.4067,-0.2778,-0.2417,-0.6581,0.3492,0.0486,-0.378,0.1759,-0.082,-0.0709,4.99,0
122361.0,0.1346,0.9397,-0.5761,-0.756,1.1386,-0.2762,0.8274,0.0927,-0.201,-0.6496,0.5297,0.1588,-0.5039,-0.747,-0.8525,0.6795,-0.0154,0.4841,0.2297,0.011,-0.3249,-0.8443,0.0338,0.0769,-0.4097,0.1236,0.2148,0.0686,2.69,0
122362.0,-1.8239,0.2555,1.5205,1.4558,-0.6858,0.4843,0.16,0.5252,0.3446,-0.6881,-1.6913,0.3867,0.1393,-0.423,-0.9281,-0.8968,0.5789,0.2106,0.8528,0.024,0.2487,1.107,-0.7466,0.093,0.9719,0.0231,0.3161,-0.1648,158.0,0
122363.0,-0.0091,0.7709,0.336,-0.6844,0.3962,-0.7776,0.8541,-0.0042,-0.2157,-0.2317,0.7901,0.5376,-0.7258,0.4452,-0.9934,0.0496,-0.5362,-0.2924,0.1064,-0.0804,-0.2056,-0.4712,0.0789,-0.0062,-0.5677,0.1229,0.243,0.086,2.28,0
122364.0,1.6235,-1.5979,-2.959,-0.778,0.0312,-1.2451,0.8267,-0.6166,-1.2689,0.9631,0.5041,-0.3179,-0.4076,0.7569,-1.1265,0.4516,0.1626,-1.0032,1.1104,0.6274,0.7023,1.2885,-0.599,-0.3809,0.66,0.2747,-0.1671,-0.0489,355.5,0
122364.0,2.2364,-0.77,-1.7523,-1.0503,-0.262,-1.0093,-0.2866,-0.2485,-0.3946,0.9063,-1.1388,-1.708,-1.7164,0.5151,0.515,1.0598,0.1791,-1.3997,0.8039,-0.0982,0.01,-0.1816,0.2242,0.4184,-0.0765,-0.3266,-0.0686,-0.06,26.75,0
122366.0,0.1905,1.3984,-3.2578,-0.4389,3.5585,3.3048,-0.5589,-2.0026,-1.1808,-1.9271,0.7498,-0.3818,-0.81,-1.6524,0.7236,0.0477,2.5875,0.588,0.2083,0.7769,-1.345,0.2062,-0.3816,0.5396,1.2536,0.997,0.0592,0.2782,0.76,0
122368.0,-0.3155,0.2983,1.3578,-0.5348,-0.3544,-0.1363,0.4724,0.0834,0.403,-0.8141,-0.9787,-0.1368,-0.3191,-0.2616,-0.0629,0.2245,-0.4566,0.146,-0.5119,0.012,0.3253,0.9292,0.0982,1.1879,-0.7139,0.4191,0.1391,0.2085,74.99,0
122373.0,1.5631,-1.6412,-0.7543,-0.3093,-1.0744,0.1145,-0.6186,0.0766,0.0061,0.5875,0.7171,0.8858,0.1425,0.1741,-0.0032,-1.2675,-0.4583,1.6616,-0.6107,-0.1057,-0.3698,-1.0952,0.2668,0.604,-0.6012,-1.0562,0.0264,0.0177,261.95,0
122374.0,-4.662,4.5342,-3.0476,-2.3762,0.3064,-1.5019,1.4594,-0.0955,3.4089,6.0702,0.7335,0.2022,-0.9796,-0.4801,-0.4481,-0.7614,-1.0013,0.0137,-0.2658,2.5013,-0.4035,0.4972,-0.0983,-0.5397,0.709,0.135,1.985,1.0736,7.7,0
122379.0,1.8959,-0.3641,-0.3953,0.258,-0.3615,0.0021,-0.5055,0.0866,0.8518,-0.0432,1.0715,1.7159,1.0198,-0.0431,-0.1129,0.3626,-0.8601,0.2085,0.1969,-0.0672,-0.1037,-0.2359,0.3641,0.7467,-0.4212,-0.6844,0.0277,-0.0264,34.99,0
122379.0,2.1126,-1.0676,-0.5776,-0.9681,-0.9763,-0.1509,-1.1518,0.0962,-0.0886,0.91,0.8302,0.0022,-0.1891,-0.2339,-0.4507,1.378,-0.1058,-0.591,0.7309,0.0015,0.3719,1.055,0.1609,0.7922,-0.1804,-0.1434,-0.0018,-0.05,19.95,0
122380.0,-1.7992,-0.0793,1.1232,-0.1524,0.9559,0.3595,-0.6527,0.7466,-0.3344,-0.6985,0.1635,0.6521,0.4378,0.4547,0.8426,0.3849,-0.5763,0.9112,1.4891,0.0867,-0.0557,-0.5096,-0.4965,-0.1095,0.2423,-0.33,-0.0791,-0.156,1.18,0
122383.0,2.045,0.1301,-1.8003,0.2173,0.7021,-0.284,0.0985,-0.0751,0.1711,-0.2334,1.0016,1.0446,0.5743,-0.7689,-0.4854,0.5176,0.1371,0.1313,0.3817,-0.1063,-0.3208,-0.8201,0.2898,0.1412,-0.2442,0.1764,-0.0602,-0.0431,1.79,0
122384.0,1.4673,-2.0746,-1.0401,-0.5417,-1.1854,-0.2248,-0.4046,-0.1485,0.088,0.4646,-0.9549,-0.2385,0.3476,-0.4876,-0.3851,1.0181,0.3168,-1.7305,0.8515,0.7364,-0.0022,-0.7874,0.123,0.6485,-0.5751,-0.641,-0.0643,0.0269,376.85,0
122388.0,2.0402,-0.147,-2.9559,-0.5784,2.6094,3.1426,-0.4169,0.7844,0.3599,-0.3511,0.3297,0.1835,-0.2729,-0.5974,0.5839,0.1787,0.4739,-0.4988,-0.1401,-0.1207,-0.3523,-0.9969,0.3635,0.6048,-0.2646,0.2197,-0.0392,-0.0428,1.98,0
122394.0,-0.7665,1.2126,0.1823,-1.1635,1.207,0.0378,1.1436,-0.2642,0.0128,0.4881,0.5937,0.8249,0.5671,-0.187,-0.984,-0.0291,-0.9351,-0.2599,0.3954,0.2335,-0.2292,-0.4356,-0.0304,0.2292,-0.5589,0.0496,-0.127,0.0849,1.5,0
122402.0,-1.6493,1.645,0.3786,-0.4128,-0.1969,-0.1863,2.2519,-0.9143,0.9474,0.0886,-0.213,-0.6286,-0.542,-2.3074,0.3922,-0.6536,1.1388,0.07,0.922,0.0846,-0.5041,-0.4347,-0.476,-0.1101,0.5783,0.0279,-1.0248,-0.7982,187.18,0
122404.0,-1.4617,-1.8555,1.1074,-2.4699,-0.0561,-0.4385,0.0552,-0.0076,-2.7052,0.6006,0.322,-0.3719,0.8647,-0.3649,-1.1468,-0.4166,0.1406,0.5826,0.1662,0.4847,0.078,-0.0488,0.2455,-0.4945,0.7998,-0.0373,-0.0757,0.0701,229.49,0
122409.0,2.0171,0.1946,-1.6019,1.3986,0.3982,-1.1536,0.6353,-0.4071,0.2388,0.2627,-1.0147,0.1921,-0.5111,0.5847,-0.4906,-0.727,-0.1122,-0.6288,-0.2239,-0.3057,0.0507,0.3508,-0.004,-0.0142,0.4475,-0.4893,-0.0174,-0.0615,14.51,0
122412.0,1.9753,-0.305,-0.4542,0.5123,-0.528,-0.4937,-0.4005,0.0287,1.3816,-0.2101,-0.7319,0.2935,-0.9675,0.1273,0.1099,-0.2753,-0.0583,-0.6833,0.0692,-0.3032,-0.3851,-0.9671,0.5345,1.0019,-0.4905,-0.8003,0.0209,-0.0275,0.76,0
122415.0,-1.0207,0.7789,0.8228,-0.1069,1.265,-0.8882,1.3513,-0.0097,-0.8077,-0.6635,0.2247,-0.5381,-2.6743,1.0305,-1.5734,-0.306,-0.4315,0.174,-0.4933,-0.2553,0.1094,0.1405,-0.5562,-0.0397,1.2337,-0.4661,-0.037,0.0257,15.43,0
122418.0,2.1371,0.1086,-2.4852,0.0956,0.8136,-1.393,0.8736,-0.5086,-0.2967,0.4152,0.5846,0.5058,-0.6059,1.0785,-0.8829,-0.4856,-0.4115,-0.1142,0.5075,-0.2487,0.2812,0.9575,-0.2151,-0.2267,0.619,1.02,-0.1526,-0.1119,2.0,0
122420.0,1.9968,0.2996,-1.7524,1.1572,0.5961,-1.1404,0.7216,-0.3726,-0.4172,0.5329,1.0649,0.8931,-0.2362,1.0239,-0.4761,-0.2986,-0.6006,-0.0409,-0.2009,-0.2689,0.1893,0.6138,-0.016,0.0178,0.4136,-0.5048,-0.0342,-0.0718,12.9,0
122426.0,2.3169,-0.6488,-1.8886,-1.0208,0.0551,-0.778,-0.1937,-0.4451,-0.5014,0.8182,-1.6081,-0.389,1.2451,-0.331,-0.3847,0.7328,-0.0332,-1.132,0.9502,0.0315,0.4941,1.6402,-0.3026,-0.8726,0.6636,0.3507,-0.0374,-0.0843,7.0,0
122428.0,0.0166,0.9995,-0.9616,-1.1065,1.6223,-1.1686,1.6609,-0.53,-0.4292,-0.7304,-0.9367,0.4745,0.979,0.4622,-0.0236,-0.7732,-0.5819,-0.2622,0.0862,-0.1183,0.265,0.8276,-0.3242,0.5332,0.3443,-0.4603,-0.0792,0.0757,6.3,0
122447.0,1.9694,0.0478,-1.4786,0.9456,0.659,-0.0006,0.1452,-0.087,-0.0534,0.4567,0.6081,0.999,0.6422,0.5225,-0.0769,0.2745,-1.056,0.5627,-0.2485,-0.1282,0.3157,0.9542,-0.0632,0.2456,0.3501,-0.4447,-0.0012,-0.053,29.8,0
122454.0,-0.0155,0.3928,0.7886,-0.9467,0.4285,0.4319,0.2598,0.0321,0.6481,0.0538,-0.2278,0.1458,-0.0611,-0.4033,-0.4153,0.7312,-1.332,0.9517,0.0243,0.0591,0.2249,1.0078,-0.303,-1.0427,-0.3576,0.5942,-0.0069,-0.1396,5.99,0
122456.0,-0.4732,0.7755,-0.31,-0.7424,1.228,-0.3278,0.9325,0.1611,-0.2741,-0.8479,0.55,-0.4115,-1.5546,-0.6669,-0.6895,0.6083,0.3381,0.6235,0.199,0.1119,-0.2536,-0.7981,0.1113,0.1335,-0.6056,0.1146,0.3339,0.2612,41.17,0
122456.0,1.9403,-0.2024,-0.7476,0.6613,-0.7069,-1.74,0.1692,-0.3375,0.6435,0.0903,-0.1303,0.1489,-1.1876,0.5548,0.0993,-0.3098,0.1001,-1.0195,-0.1924,-0.2623,-0.225,-0.6409,0.4371,0.9025,-0.4658,0.1411,-0.0825,-0.048,32.0,0
122458.0,2.0204,0.1659,-1.8119,0.3467,0.4069,-1.0029,0.2119,-0.2608,0.273,-0.3219,1.153,0.9258,0.493,-0.6535,0.1643,0.4687,0.0,1.0368,-0.0289,-0.1338,0.2376,0.8334,-0.0864,-0.3849,0.2803,-0.1038,-0.0048,-0.0419,12.18,0
122463.0,0.0923,0.351,1.0543,-0.4086,-0.0271,-0.592,0.252,-0.0861,0.3625,-0.6439,-0.9661,0.8228,1.5179,-0.6282,-0.3282,0.1945,-0.6664,-0.034,-0.4629,-0.0425,0.3309,1.1738,-0.0416,0.1468,-0.746,0.481,0.1141,0.1085,10.29,0
122472.0,2.0225,-0.3025,-0.4562,0.3132,-0.3581,-0.1593,-0.559,-0.0787,0.9261,-0.0082,-0.7807,1.0684,1.8115,-0.5243,0.4192,0.3528,-0.7056,-0.0265,-0.3147,-0.0585,0.2508,0.9768,0.1217,0.7732,-0.1266,0.6081,-0.0182,-0.0399,6.47,0
122486.0,-0.5764,-0.1899,1.2498,-2.405,-0.343,-0.0604,-0.0463,0.2696,-0.7797,0.0775,0.4649,-0.7301,-0.9879,-0.2641,-1.0921,1.5801,-0.3485,-0.407,0.0673,0.2182,0.4063,1.0483,-0.1489,0.7609,0.0141,-0.2195,0.3296,0.1941,49.9,0
122498.0,-0.2655,0.6641,0.1295,-0.7392,0.735,-0.6779,0.8845,-0.092,-0.2414,-0.1328,0.5415,0.8615,0.2596,0.1961,-1.0882,0.1816,-0.8037,-0.1817,0.3446,-0.0447,-0.2239,-0.4791,0.2016,-0.3398,-0.4338,0.1347,0.1367,0.061,6.99,0
122503.0,1.7887,-0.3005,-0.8026,1.2154,-0.0463,0.0155,-0.1443,0.0303,0.3845,0.3256,0.795,1.1557,0.242,0.2765,-0.4755,0.2718,-0.8244,0.4016,-0.2052,-0.0437,0.1437,0.3497,0.117,0.7493,-0.0372,-0.7217,0.0134,-0.0259,87.0,0
122504.0,2.0765,-0.1142,-1.3964,0.2535,0.2279,-0.7696,0.2147,-0.3082,0.5478,0.0567,-1.3652,0.3418,0.4825,0.1785,0.0665,0.1035,-0.577,-0.6549,0.4212,-0.1408,-0.3232,-0.8251,0.2261,-0.707,-0.1959,0.2395,-0.0737,-0.0634,21.99,0
122516.0,0.0482,-1.1505,0.1307,-2.0038,0.7249,1.2455,0.1715,-0.015,-0.0904,0.7242,0.6578,-0.1962,-0.4502,-0.7021,-0.9542,0.3023,0.2779,-2.3181,0.0816,-0.0765,0.0124,0.5666,0.8035,-1.6853,-2.5283,-0.8819,0.0284,-0.1197,87.88,0
122517.0,1.5548,-1.0594,-0.6586,0.1123,-0.7241,-0.2882,-0.2412,-0.044,0.88,-0.1213,0.8353,1.3635,0.7473,0.1373,0.2907,0.6452,-1.0089,0.3977,0.2542,0.3088,0.0211,-0.3443,0.1318,-0.3365,-0.5692,-0.3026,-0.0356,-0.0086,229.88,0
122523.0,1.9242,-0.3382,-0.0705,1.695,-0.6602,0.0299,-0.6284,0.0521,1.5457,-0.0254,-1.5231,0.8485,0.2394,-0.6936,-1.3925,-0.619,0.0034,-0.1406,-0.249,-0.2843,0.2516,1.2774,-0.0445,0.0498,0.2954,-0.287,0.0819,-0.0404,1.0,0
122528.0,-0.0461,0.4585,0.5133,-1.3758,-0.0743,-1.1,0.3234,-0.167,-1.153,-0.2486,-0.1906,-0.3582,1.1327,-1.8212,-0.0831,1.2102,1.2267,-1.3347,0.954,0.3797,-0.3149,-0.8494,0.137,-0.0886,-0.367,-0.5929,0.3037,0.125,19.95,0
122532.0,0.1486,0.0069,1.1701,-0.4456,-0.1687,0.5368,0.042,-0.0395,-0.7884,0.7696,0.3903,0.6398,0.8296,-0.638,-1.0614,-1.1615,-0.8792,2.137,-1.3125,-0.5041,-0.0436,0.6218,-0.0488,0.7327,-0.3339,-0.6546,-0.1596,-0.2121,30.0,0
122536.0,1.9676,-0.4776,-0.4313,-0.0455,-0.5247,-0.0298,-0.7287,0.2205,1.1969,-0.024,0.8176,0.6939,-0.9194,0.3187,0.1721,0.4134,-0.6552,0.2741,0.2595,-0.2498,-0.1548,-0.3967,0.4387,0.6512,-0.5613,-0.3304,-0.0012,-0.0425,0.77,0
122539.0,1.9029,-0.8395,-1.2799,-0.3676,-0.5447,-0.9817,-0.013,-0.3035,1.6073,-0.5267,-1.1436,0.6835,-0.1309,-0.1591,-0.8357,-1.084,0.3384,-0.5678,0.5877,-0.0482,0.2933,1.1302,-0.1799,0.1437,0.293,1.0587,-0.0803,-0.0643,92.0,0
122545.0,1.6846,-0.948,-0.1419,0.5235,-0.9392,0.1504,-0.8032,0.2043,1.1203,0.1352,0.4936,0.7628,-0.2032,-0.0007,0.1489,0.8923,-0.9477,0.6388,-0.0817,0.0596,0.1332,0.203,0.1602,-0.3913,-0.5996,0.1613,-0.0194,-0.026,138.03,0
122546.0,-0.9892,1.3933,0.6887,-1.4409,0.938,0.2653,0.893,-0.451,1.4159,0.7022,1.1149,0.5155,0.5779,-2.3894,-0.1197,0.6174,-0.505,0.8511,0.0639,0.7153,-0.4428,-0.5955,-0.1717,0.0591,-0.048,-0.3885,-0.3115,-0.3932,0.79,0
122568.0,1.7887,-1.347,-0.4304,-0.0904,-1.2474,-0.2281,-0.659,-0.0059,-0.0289,0.7341,0.4257,1.3041,0.3435,-0.3265,-1.9912,-1.6862,0.1284,0.6287,0.0441,-0.3348,-0.791,-1.8495,0.4522,0.0324,-0.7741,0.0693,-0.0391,-0.0293,143.45,0
122574.0,-1.1565,-0.2306,0.2126,-2.1108,-2.4166,1.028,2.8402,-0.4307,0.829,-1.5478,-0.9922,-0.8192,-1.2,-0.0263,0.8036,0.7784,-0.8183,-0.077,-0.4246,-0.6222,-0.2814,-0.4226,0.0887,0.6971,-0.6584,0.1929,0.2542,-0.0722,612.76,0
122574.0,1.973,0.1573,-1.7151,1.2075,0.6816,-0.6153,0.6018,-0.2919,-0.1323,0.4003,0.5395,1.2378,0.3382,0.5905,-1.2613,-0.4741,-0.532,-0.1309,0.1794,-0.2017,0.0986,0.4675,-0.079,-0.3719,0.486,-0.4907,-0.0184,-0.0709,27.42,0
122577.0,-2.6728,-1.9746,-1.3746,-1.6313,2.7033,-1.2168,1.3907,-0.9817,-1.0075,1.8642,-0.1453,-1.3877,-0.6227,-0.1587,-0.8385,0.4408,-0.3912,-0.748,2.0534,-0.8871,-0.1325,1.709,0.7678,-1.3434,1.364,0.4569,0.0938,-0.1007,30.0,0
122580.0,1.8887,-0.5443,-0.4244,0.4608,-0.7927,-0.6545,-0.5054,-0.0586,1.3552,-0.1109,-0.9358,0.0323,-0.4654,0.1278,1.1208,0.2795,-0.6027,0.3085,-0.438,-0.1581,0.24,0.7305,0.1018,-0.0847,-0.188,-0.2401,0.0232,-0.0298,59.29,0
122582.0,-1.0269,-0.2363,1.936,-3.3634,-1.1891,0.7154,-1.2954,0.8466,-2.1598,0.4881,0.2215,-0.1707,1.5346,-0.7091,-0.2567,0.9186,-0.5196,1.3747,-0.9343,-0.1628,0.1268,0.6301,-0.3065,0.2172,0.4588,-0.0807,0.1969,0.0569,20.0,0
122583.0,-2.3622,2.7701,-1.55,-1.9597,1.1578,-1.2637,2.126,-0.8422,2.0874,3.919,1.0209,0.0429,-0.8582,-0.4996,-0.4839,-0.937,-1.1323,-0.0894,-0.1113,1.5699,-0.266,0.8421,-0.3147,-0.3979,0.1291,0.0052,0.6013,-0.2459,7.7,0
122593.0,1.9192,0.0172,-0.6251,1.1464,0.1245,0.0857,-0.1567,0.0798,0.3183,0.2788,0.9577,1.5111,0.4998,0.2136,-0.7134,0.1722,-0.6963,-0.3134,0.081,-0.1928,-0.3955,-1.0699,0.4974,0.6143,-0.4149,-1.2129,0.0341,-0.031,9.9,0
122606.0,2.033,0.2474,-1.4679,0.5176,0.301,-1.0601,0.2569,-0.3068,0.2876,-0.42,0.1278,0.9318,1.0957,-1.0323,0.0921,0.0571,0.6499,-0.7001,-0.2174,-0.1084,-0.313,-0.7351,0.3965,1.0233,-0.3025,0.1417,-0.0513,-0.0236,0.89,0
122608.0,-2.0035,-7.159,-4.051,1.3096,-2.0581,-0.0986,2.8801,-0.7275,1.4604,-1.5316,-1.3943,-0.2207,-1.531,1.0752,0.3884,-0.6607,0.0933,0.3357,0.0576,3.9732,1.2443,-1.0152,-1.801,0.6576,-0.4356,-0.8945,-0.3976,0.3143,2125.87,1
122611.0,-2.5043,-2.0594,0.8769,-0.6046,2.7331,-0.9208,0.4576,0.0475,-0.0141,-0.8982,0.0963,0.2182,-1.0764,0.2848,-1.3777,-0.2882,-0.6905,0.3181,0.0547,0.8826,0.2049,-0.2133,0.2765,0.2512,1.2003,-0.3119,-0.322,-0.1358,201.23,0
122612.0,-3.0344,-0.2622,-0.386,-3.1423,-1.6227,1.4615,-0.9883,1.7249,-2.1015,0.5923,0.011,-0.6017,-0.5947,0.5071,-0.4084,-0.2659,1.0829,-0.3429,-1.3965,-0.6286,-0.1292,0.0503,-0.3459,-1.6546,0.5957,0.0008,0.2534,-0.2599,158.0,0
