customer_id,contract_type,contract_start_date,last_call_date,minutes_used_two_months_ago,minutes_used_last_month,minutes_used_current_month,helpdesk_calls_3m,avg_monthly_bill,unpaid_invoices,region_code,retention_offer_sent,region_churn_rate,contract_end_date,churn
C03952,Prepaid,2017-07-08,2023-06-10,62,56,51,0,,0,4350,0,0.0,,0
C04978,Post-paid,2016-10-19,2023-05-25,1226,1258,1156,1,123.4,0,3000 Leuven,0,0.173,,0
C04882,Postpaid,2015-12-16,2023-06-25,973,850,919,1,86.0,0,7990,0,0.2,,0
C03995,Prepaid,2022-04-21,2023-06-06,15,15,14,0,,0,1020,0,0.235,,0
C02665,Postpaid,2020-05-28,2023-06-03,257,228,214,3,39.47,0,9860,0,0.132,,0
C03680,Postpaid,2020-04-13,2023-06-18,175,165,170,1,34.78,0,3740,0,0.129,,0
C01004,Postpaid,2014-12-26,2023-06-18,149,135,131,0,39.87,0,3490,0,0.0,,0
C02501,Postpaid,2018-11-17,2023-06-13,725,706,758,3,77.76,0,9860,0,0.132,,0
C02479,Postpaid,2014-05-20,2023-06-03,102,115,106,1,24.41,0,3000 Leuven,0,0.173,,0
C00932,Postpaid,2021-03-11,2023-06-07,947,966,928,1,96.6,0,9160,0,0.153,,0
C04465,Postpaid,2017-07-28,2023-06-18,35,33,36,1,38.23,1,9160,0,0.153,,0
C03503,Prepaid,2023-01-15,2023-06-26,98,95,89,0,,0,5260,0,0.111,,0
C03612,Postpaid,2020-09-29,2023-06-13,191,180,182,1,38.1,0,5080,0,0.583,2025-01-12,0
C04359,Postpaid,2019-04-29,2023-06-03,361,353,334,0,51.16,0,4390,0,0.071,,0
C03845,Postpaid,2017-09-01,2023-06-08,599,635,691,2,70.55,0,4390,0,0.071,,0
C00696,Postpaid,2021-07-01,2023-06-26,30,28,26,0,39.03,0,2590,0,0.0,2024-12-01,0
C03101,Postpaid,2019-03-01,2023-05-22,101,89,94,2,44.54,0,4390,1,0.071,,0
C01873,Postpaid,2020-09-21,2023-06-20,161,165,169,2,44.49,0,8820,0,0.4,2024-02-09,0
C03402,Prepaid,2016-03-15,2023-06-02,173,153,155,1,,0,3000,0,0.173,,0
C04588,Prepaid,2017-03-12,2023-06-07,244,274,286,1,,0,9740,0,0.174,,0
C03749,Postpaid,2020-06-06,2023-04-27,161,108,5,2,34.07,0,7990,0,0.2,2023-06-08,1
C04666,Postpaid,2019-09-15,2023-06-25,257,261,253,1,54.15,0,9160,0,0.153,,0
C02655,Prepaid,2020-04-16,2023-06-02,38,22,0,2,,0,9160,1,0.153,,1
C03369,postpaid,2021-03-22,2023-06-29,260,249,260,0,41.55,0,3000,1,0.173,,0
C01750,Postpaid,2015-10-29,2023-06-12,380,433,412,1,66.88,0,1070,0,0.2,,0
C02862,Postpaid,2021-01-11,2023-06-29,634,647,673,1,87.8,1,9100,0,0.136,2025-06-04,0
C03666,Prepaid,2019-08-11,2023-06-03,60,40,1,0,,0,6900,1,0.205,,1
C03393,Postpaid,2018-01-25,2023-05-31,247,279,304,1,50.68,0,5600,0,0.143,,0
C00796,Prepaid,2015-07-18,2023-06-16,128,124,132,2,,0,9160,0,0.153,,0
C04678,Postpaid,2014-01-09,2023-06-30,313,289,269,1,50.37,0,3000,0,0.173,,0
C04326,Prepaid,2017-12-09,2023-04-21,58,37,1,1,,0,6960,1,0.359,,1
C01847,Postpaid,2022-04-12,2023-05-30,49,48,49,1,29.49,0,3000 Leuven,0,0.173,,0
C01974,Postpaid,2014-10-11,2023-05-17,128,133,120,1,35.42,0,3000 Leuven,1,0.173,,0
C03949,Postpaid,2014-04-23,2023-04-08,710,516,8,1,77.53,0,1700,1,0.342,2023-06-10,1
C04061,Postpaid,2020-10-07,2023-05-07,940,525,4,2,68.68,1,4390,1,0.071,2023-06-14,1
C00100,Postpaid,2019-08-21,2023-06-12,130,118,108,0,41.21,0,9100,0,0.136,,0
C03328,Prepaid,2015-01-13,2023-06-23,501,501,527,1,,0,6900,0,0.205,,0
C01633,Postpaid,2017-03-07,2023-06-15,101,98,103,1,38.89,0,9100,0,0.136,,0
C02354,Prepaid,2018-01-10,2023-06-14,72,62,60,2,,0,2150,0,0.094,,0
C01693,Postpaid,2020-04-18,2023-06-17,42,45,48,0,38.76,0,3000,0,0.173,,0
C01333,Postpaid,2019-03-11,2023-06-22,864,992,1005,1,104.98,0,9160,0,0.153,,0
C00566,Postpaid,2016-05-19,2023-06-13,33,38,40,1,35.42,0,7000,0,0.429,,0
C03963,Postpaid,2020-05-14,2023-06-12,366,388,408,0,55.23,0,1270,0,0.167,,0
C03037,Postpaid,2018-06-19,2023-06-24,473,433,456,0,60.8,0,9160,0,0.153,,0
C00352,Postpaid,2019-09-19,2023-05-29,573,612,595,1,73.5,0,6010,0,0.0,,0
C04188,Postpaid,2014-02-28,2023-06-03,86,94,95,4,33.67,1,2670,0,0.086,,0
C00037,Postpaid,2020-12-31,2023-06-15,192,196,186,1,45.46,0,7030,0,0.143,,0
C01454,Prepaid,2015-02-27,2023-06-04,127,109,116,0,,0,3000,0,0.173,,0
C04013,Prepaid,2021-10-24,2023-06-02,293,334,343,0,,0,3000,0,0.173,,0
C03577,Postpaid,2019-03-10,2023-05-10,397,205,4,3,34.66,0,9860,1,0.132,2023-06-07,1
C00826,Prepaid,2018-10-09,2023-06-28,86,78,80,0,,0,9740,0,0.174,,0
C03656,Prepaid,2021-05-01,2023-05-26,84,86,90,0,,0,6380,0,0.167,,0
C00124,Postpaid,2018-10-24,2023-06-01,56,60,56,1,28.55,0,9160,0,0.153,,0
C04224,Postpaid,2022-08-16,2023-05-15,271,243,249,1,43.84,1,8490,0,0.143,,0
C01703,Prepaid,2017-04-23,2023-06-12,33,37,35,1,,0,3200,0,0.222,,0
C04684,Prepaid,2019-06-23,2023-06-12,49,43,45,0,,0,9100,0,0.136,,0
C00366,Prepaid,2018-08-15,2023-06-28,149,150,139,1,,0,7970,0,0.125,,0
C00285,Postpaid,2020-07-09,2023-06-30,240,238,220,0,46.52,1,6960,0,0.359,,0
C00488,postpaid,2022-03-26,2023-06-24,223,227,216,2,51.63,1,8400,0,0.125,,0
C02219,Postpaid,10/11/2015,2023-06-18,53,61,65,0,21.67,0,9160,0,0.153,2024-11-25,0
C01249,Postpaid,2016-11-18,2023-06-09,231,250,233,1,45.15,0,6200,0,0.167,,0
C04278,Postpaid,2020-10-21,2023-06-29,230,234,239,0,51.59,0,9110,1,0.0,,0
C04449,Postpaid,2020-02-07,2023-05-12,194,176,186,1,39.57,0,2400,0,0.3,,0
C01982,Postpaid,2019-01-07,2023-06-14,813,903,955,0,102.43,0,8630,0,0.188,,0
C00874,Prepaid,2016-11-25,2023-06-06,70,67,73,2,,0,5290,0,0.171,,0
C02304,Postpaid,2016-07-03,2023-06-07,267,228,209,1,51.07,0,2580,0,0.0,,0
C04443,Postpaid,2020-06-01,2023-05-16,650,577,560,0,73.56,0,3000 Leuven,1,0.173,,0
C00569,Prepaid,2018-12-13,2023-05-09,110,59,2,2,,0,2670,1,0.086,,1
C04088,Prepaid,2019-07-06,2023-06-11,186,186,194,1,,0,5550,0,0.2,,0
C00346,Postpaid,2022-06-25,2023-06-02,311,346,329,1,49.1,0,9160,0,0.153,,0
C04297,Postpaid,2015-10-27,2023-06-23,1332,1331,1308,1,132.39,1,3310,0,0.182,2024-05-14,0
C04798,Postpaid,2018-11-19,2023-06-08,245,220,228,0,43.81,0,2670,0,0.086,2024-01-31,0
C04205,Prepaid,2018-07-26,2023-06-10,194,178,169,2,,0,6870,0,0.28,,0
C02166,Prepaid,2014-01-16,2023-06-03,225,255,262,1,,0,4390,0,0.071,,0
C02440,Postpaid,2018-05-07,2023-05-12,218,204,5,5,48.4,0,9160,0,0.153,2023-06-24,1
C01423,Postpaid,2020-10-27,2023-06-14,163,151,143,0,36.86,0,9160,0,0.153,,0
C02568,Postpaid,2019-02-09,2023-06-21,93,95,104,1,36.29,0,3660,0,0.235,,0
C02828,Postpaid,2017-05-02,2023-06-03,304,280,290,1,48.9,1,3000,0,0.173,,0
C03748,Postpaid,2019-03-16,2023-06-01,1002,1130,1050,1,113.4,0,1300,0,0.26,,0
C02017,Postpaid,2023-01-16,2023-06-10,210,189,198,0,52.4,0, 3000,0,0.173,,0
C00599,Postpaid,2015-06-26,2023-05-19,379,314,3,3,51.53,0,LEU-3000,1,0.173,2023-06-29,1
C04938,Postpaid,2018-03-01,2023-06-26,200,179,180,1,42.17,0,3630,1,0.286,,0
C02663,Postpaid,2017-09-03,2023-06-24,302,318,340,0,55.12,0,9000,0,0.429,2024-08-07,0
C01089,Postpaid,2018-03-16,2023-06-25,134,136,136,1,35.86,0,1700,0,0.342,,0
C00918,Postpaid,2021-01-02,2023-05-23,105,107,117,2,35.66,0,5870,0,0.167,,0
C01812,Prepaid,2014-03-06,2023-06-05,1046,1062,1050,0,,0,3000,0,0.173,,0
C02899,Prepaid,2019-07-15,2023-06-24,52,52,52,0,,0,6380,0,0.167,,0
C00167,Postpaid,2016-05-22,2023-05-27,272,296,285,0,53.92,0,1690,0,0.167,,0
C04973,Postpaid,2019-02-01,2023-06-20,425,364,340,3,64.56,1,6870,0,0.28,,0
C00841,Prepaid,2015-07-21,2023-04-06,105,93,4,1,,0,3000,1,0.173,,1
C02321,Prepaid,2014-08-07,2023-06-11,25,28,25,0,,0,6250,0,0.133,,0
C01269,Postpaid,2022-03-28,2023-06-25,784,749,715,1,81.67,0,9100,0,0.136,,0
C03546,Postpaid,2015-09-18,2023-04-27,79,80,4,2,34.61,0,1700,1,0.342,2023-06-20,1
C01550,Postpaid,2014-05-09,2023-04-19,126,68,1,2,41.84,1,5940,1,0.444,2023-06-09,1
C03626,Postpaid,2016-11-05,2023-06-21,1496,1549,1607,0,147.82,0,9230,0,0.389,,0
C04518,Prepaid,2017-05-01,2023-06-21,124,111,112,0,,0,4500,1,0.286,,0
C00540,Prepaid,2016-07-02,2023-06-01,98,59,0,2,,0,2150,1,0.094,,1
C00695,Postpaid,2020-12-11,2023-06-22,112,110,110,3,35.7,0,9160,0,0.153,2023-11-07,0
C04200,Postpaid,2017-10-31,2023-05-16,281,291,265,1,43.73,0,1300,0,0.26,,0
C01515,Prepaid,2016-08-25,2023-06-05,80,89,85,0,,0,1740,0,0.161,,0
C02448,Postpaid,2017-04-11,2023-06-09,696,711,706,1,93.06,0,4180,0,0.167,,0
C04001,Postpaid,2022-04-18,2023-05-27,570,400,0,1,56.89,0,4990,0,0.333,2023-06-19,1
C04805,Prepaid,2015-10-10,2023-06-02,9,4,0,3,,0,6960,1,0.359,,1
C03860,Postpaid,2015-09-17,2023-06-03,142,152,162,0,45.93,0,7140,0,0.375,,0
C03126,Postpaid,2018-03-01,2023-06-09,41,46,48,2,33.12,0,6900,0,0.205,,0
C02110,Postpaid,2015-08-07,2023-06-12,78,81,80,0,32.56,0,1700,0,0.342,,0
C01824,Postpaid,2021-12-28,2023-05-17,276,286,281,2,48.8,0,1070,1,0.2,,0
C00780,Postpaid,2022-04-04,2023-06-22,740,793,795,1,97.8,1,2670,0,0.086,2025-07-06,0
C01186,Postpaid,2016-03-23,2023-06-26,490,425,449,0,54.64,0,1560,0,0.0,,0
C02737,Postpaid,2015-11-26,2023-06-12,622,577,600,0,66.82,0,6900,1,0.205,,0
C04438,Postpaid,2021-07-04,2023-06-22,82,89,92,1,40.2,0,9100,0,0.136,,0
C00894,Postpaid,23/01/2022,2023-05-09,75,65,67,22,48.77,1,6250,0,0.133,2024-06-10,0
C04846,Prepaid,2018-01-20,2023-06-08,204,204,188,2,,0,6250,0,0.133,,0
C03033,Postpaid,2022-02-06,2023-04-19,126,62,4,1,25.82,1,2670,1,0.086,2023-06-28,1
C01568,Postpaid,2016-01-10,2023-06-10,74,77,71,0,37.2,0,3000,0,0.173,,0
C04534,Postpaid,2017-08-21,2023-06-10,377,354,328,1,65.07,0,6900,0,0.205,,0
C01854,Postpaid,2014-09-03,2023-06-14,136,138,148,0,42.58,1,5380,0,0.167,,0
C04155,Postpaid,2016-10-08,2023-06-05,189,208,197,0,49.71,0,1890,0,0.235,,0
C02469,Postpaid,2017-04-01,2023-06-05,287,278,301,3,48.21,0,3000,0,0.173,,0
C01996,Postpaid,2019-02-23,2023-06-30,189,210,212,0,38.86,0,2470,0,0.0,,0
C03823,Postpaid,2017-10-01,2023-06-11,68,76,70,0,32.86,0,1300,0,0.26,,0
C02488,Postpaid,2022-10-06,2023-06-02,112,127,135,1,46.19,1,9160,0,0.153,,0
C04019,Postpaid,2017-06-07,2023-06-12,77,89,91,1,46.19,0,5940,0,0.444,2025-01-24,0
C01640,Postpaid,2018-01-10,2023-06-11,100,89,97,2,39.48,0,3000,0,0.173,2024-06-14,0
C02627,Postpaid,2016-01-24,2023-04-27,1332,814,4,1,81.63,0,3000,0,0.173,2023-06-29,1
C01878,Postpaid,2023-05-02,2023-06-17,385,409,383,0,59.87,1,1740,0,0.161,,0
C00778,Prepaid,2022-06-01,2023-06-04,586,384,4,1,,0,6960,1,0.359,,1
C00293,Postpaid,2014-05-03,2023-06-20,414,353,335,1,45.34,0,LEU-3000,0,0.173,2024-09-18,0
C02508,Postpaid,2016-05-09,2023-06-02,261,234,221,2,39.45,0,6960,0,0.359,2024-12-25,0
C00035,Prepaid,2017-05-16,2023-05-27,146,142,136,0,,0,9160,0,0.153,,0
C00543,Postpaid,2021-09-19,2023-04-14,85,68,4,2,33.78,0,9100,1,0.136,2023-06-12,1
C02930,Prepaid,21/07/2014,2023-06-13,71,63,58,0,,0,3000,0,0.173,,0
C01565,Postpaid,2021-04-22,2023-06-06,62,63,60,0,43.96,0,2440,0,0.167,,0
C00998,Prepaid,27/02/2017,2023-06-12,153,170,153,0,,0,3000,0,0.173,,0
C02305,Postpaid,2019-01-21,2023-06-21,297,286,299,1,51.66,0,2150,0,0.094,,0
C02419,Postpaid,2021-03-25,2023-06-28,319,320,335,2,47.37,1,3000 Leuven,0,0.173,,0
C00081,Prepaid,2014-07-01,2023-06-17,116,129,124,2,,0,8160,0,0.25,,0
C04997,Prepaid,2017-06-09,2023-06-09,113,107,99,2,,0,9100,1,0.136,,0
C03416,Postpaid,2016-10-22,2023-04-05,661,470,25,4,63.28,0,1740,1,0.161,2023-06-18,1
C01595,Prepaid,2022-12-27,2023-04-17,80,63,3,3,,0,5290,0,0.171,,1
C00497,Postpaid,2015-09-27,2023-06-19,512,438,399,1,58.98,0,1690,0,0.167,,0
C00729,Prepaid,2022-03-13,2023-06-19,30,33,35,1,,0,6620,0,0.118,,0
C01652,Postpaid,2020-12-23,2023-06-04,43,49,51,0,45.55,0,7970,0,0.125,,0
C04741,Postpaid,2022-03-27,2023-05-15,98,89,5,2,26.63,1,9760,1,0.25,2023-06-16,1
C02750,Prepaid,2020-11-05,2023-06-14,257,278,250,0,,0,2670,0,0.086,,0
C03149,Postpaid,2018-02-02,2023-06-16,148,150,158,1,36.39,0,8160,0,0.25,2023-12-04,0
C04168,Postpaid,2017-04-07,2023-06-16,79,87,90,2,31.47,1,1200,0,0.116,,0
C02494,Prepaid,2022-11-17,2023-06-02,20,22,22,1,,0,3090,0,0.125,,0
C02841,Postpaid,2021-04-14,2023-06-29,381,336,358,0,44.76,1,7180,0,0.143,,0
C02539,Postpaid,2021-01-29,2023-06-13,233,263,267,1,41.58,0,4180,0,0.167,,0
C03830,Postpaid,2019-08-24,2023-06-21,92,97,99,1,30.94,1,9100,0,0.136,,0
C02021,Prepaid,2014-06-22,2023-06-11,29,30,33,0,,0,4480,0,0.222,,0
C02982,Prepaid,2018-08-20,2023-06-20,332,306,314,2,,0,1300,0,0.26,,0
C01682,Postpaid,2018-12-26,2023-06-26,839,948,1035,0,105.79,0,4600,0,0.102,2023-10-13,0
C03344,Postpaid,2014-03-05,2023-06-07,679,725,771,2,74.53,0,6470,0,0.214,,0
C01263,Prepaid,2023-01-09,2023-06-07,30,32,34,0,,0,9100,0,0.136,,0
C04285,Prepaid,2018-09-13,2023-04-07,51,26,1,2,,0,1700,0,0.342,,1
C03660,Prepaid,2016-09-19,2023-06-07,54,60,64,2,,0,1090,0,0.133,,0
C04877,Postpaid,2016-12-06,2023-06-14,674,623,683,0,79.22,1,3980,0,0.222,,0
C01009,Prepaid,2019-07-06,2023-06-04,181,156,1,0,,0,9160,1,0.153,,1
C03022,Postpaid,2020-12-05,2023-05-20,162,141,151,2,44.71,1,3480,0,0.1,,0
C02481,Postpaid,2021-03-20,2023-06-05,68,72,67,1,33.0,0, 9160,0,0.153,,0
C04979,Postpaid,12/02/2021,2023-05-30,130,98,1,2,39.17,0,8330,1,0.125,2023-06-04,1
C01961,Postpaid,2021-04-03,2023-06-05,46,22,1,2,30.77,0,1070,1,0.2,2023-06-15,1
C02324,Postpaid,2019-02-15,2023-05-22,192,113,1,2,30.58,1,9860,1,0.132,2023-06-02,1
C01047,Prepaid,2020-03-13,2023-04-12,238,233,13,3,,0,9160,1,0.153,,1
C01300,Prepaid,2020-05-23,2023-06-23,34,32,30,4,,0,3000,0,0.173,,0
C02595,Postpaid,2014-05-30,2023-06-06,451,501,504,1,65.68,1,3000,0,0.173,,0
C00282,Postpaid,2015-12-12,2023-06-14,27,29,28,2,42.86,0,9230,0,0.389,,0
C00071,Postpaid,2018-01-30,2023-06-30,83,82,74,0,38.82,0,2670,0,0.086,,0
C00472,Prepaid,25/05/2019,2023-06-20,23,27,25,0,,0,9100,0,0.136,,0
C01360,Prepaid,2016-08-14,2023-06-05,54,56,59,1,,0,3300,0,0.214,,0
C04685,Prepaid,2021-08-22,2023-04-10,33,16,1,2,,0,6960,1,0.359,,1
C01655,Post-paid,2022-04-24,2023-06-02,242,221,202,2,41.97,0,3000 Leuven,0,0.173,,0
C01527,Prepaid,2020-07-13,2023-05-30,62,64,64,1,,0,1740,0,0.161,,0
C00646,Prepaid,2017-07-13,2023-06-26,435,388,351,1,,0,2670,1,0.086,,0
C02973,PREPAID,2021-09-01,2023-06-25,50,53,51,0,,0,LEU-3000,0,0.173,,0
C02758,Postpaid,2020-01-03,2023-06-20,504,432,433,0,64.08,2,3000,0,0.173,,0
C00963,Postpaid,2020-11-20,2023-06-21,196,173,160,0,35.44,1,3000 Leuven,0,0.173,,0
C04246,Postpaid,2014-11-28,2023-06-09,161,176,167,0,36.23,0,9100,0,0.136,,0
C04158,Postpaid,2014-08-19,2023-06-20,492,540,505,0,69.13,0,3000 Leuven,0,0.173,,0
C04970,Postpaid,2022-04-21,2023-05-28,144,140,129,0,40.65,0,9100,0,0.136,,0
C02384,Postpaid,2023-02-20,2023-04-21,67,70,3,6,32.87,0, 9160,1,0.153,2023-06-04,1
C01518,Postpaid,2016-10-15,2023-06-19,627,707,665,1,87.69,0,9100,0,0.136,,0
C01656,Postpaid,2016-06-19,2023-06-02,84,71,69,0,30.98,0,5290,1,0.171,,0
C03165,Prepaid,2016-08-29,2023-06-23,234,206,220,1,,0,9860,0,0.132,,0
C02589,Prepaid,2022-03-06,2023-04-27,132,110,1,0,,0,9160,1,0.153,,1
C00943,Prepaid,2023-04-30,2023-05-13,153,94,4,0,,0,9160,0,0.153,,1
C00383,Postpaid,2019-05-13,2023-06-02,288,142,2,3,35.64,0,8560,1,0.233,2023-06-10,1
C02531,Postpaid,2023-02-21,2023-06-24,3025,2628,2713,0,231.63,0,1700,0,0.342,,0
C04910,Prepaid,2019-10-04,2023-06-01,126,124,130,1,,0,9100,0,0.136,,0
C02933,Postpaid,2022-10-23,2023-05-13,79,85,89,1,27.92,0,9770,0,0.083,,0
C00240,Postpaid,2021-12-15,2023-06-20,772,723,783,0,95.88,0,3980,0,0.222,,0
C00727,Prepaid,2021-04-13,2023-06-04,207,194,185,0,,0,9160,0,0.153,,0
C01006,Postpaid,2016-01-26,2023-06-03,531,483,477,0,67.29,0,9160,0,0.153,,0
C03391,Prepaid,2014-10-13,2023-06-20,151,156,141,0,,0,9100,0,0.136,,0
C04254,Postpaid,2017-05-23,2023-06-01,965,906,995,1,99.77,0,1690,0,0.167,,0
C03184,Prepaid,2019-01-04,2023-06-07,34,38,40,0,,0,3000,0,0.173,,0
C02252,Postpaid,2020-05-31,2023-05-10,36,41,38,6,34.18,1,2470,0,0.0,,0
C04281,Postpaid,2017-10-20,2023-06-09,76,68,72,2,37.72,0,3000 Leuven,0,0.173,,0
C02767,Prepaid,2022-08-24,2023-06-15,178,180,184,0,,0,4370,0,0.074,,0
C04381,Postpaid,2014-03-17,2023-04-05,121,77,4,2,39.25,0,6200,1,0.167,2023-06-14,1
C03932,Prepaid,2016-02-08,2023-05-08,11,7,0,0,,0,9100,1,0.136,,1
C01787,Prepaid,2017-04-26,2023-05-04,450,419,459,0,,0,1880,0,0.0,,0
C03374,Postpaid,2015-07-15,2023-06-01,256,241,261,0,51.98,0,6020,0,0.167,,0
C02099,Prepaid,2016-10-26,2023-06-26,65,65,59,0,,0,8310,0,0.175,,0
C02291,Postpaid,2022-03-07,2023-06-27,80,90,86,0,30.26,0,9160,0,0.153,,0
C02458,Postpaid,2014-05-12,2023-06-06,111,115,107,0,30.94,0,6380,0,0.167,,0
C02617,Postpaid,2022-04-22,2023-06-30,209,184,200,1,49.24,0,9160,0,0.153,,0
C01711,Prepaid,02/02/2016,2023-05-15,205,144,2,1,,0,8310,1,0.175,,1
C02375,Postpaid,2019-04-11,2023-05-18,145,163,169,0,35.05,0,9160,0,0.153,,0
C00218,Prepaid,2014-11-11,2023-05-03,62,69,76,1,,0,2190,0,0.143,,0
C01556,Postpaid,2020-07-08,2023-06-14,1210,1134,1247,0,114.55,0,5650,0,0.0,,0
C00649,Postpaid,2018-07-28,2023-05-11,27,30,32,0,34.03,1,2670,0,0.086,2025-02-25,0
C03809,Prepaid,2016-05-06,2023-06-26,45,44,43,1,,0,2230,0,0.421,,0
C01416,Prepaid,2018-08-07,2023-06-04,51,58,61,0,,0,3000,0,0.173,,0
C04831,Postpaid,2015-03-04,2023-06-16,612,527,518,1,67.99,0,LEU-3000,0,0.173,,0
C00048,Postpaid,2021-04-19,2023-04-10,79,61,1,3,36.3,0,3000,1,0.173,2023-06-16,1
C03235,Postpaid,2017-11-07,2023-06-14,824,890,900,0,87.74,0,9160,0,0.153,,0
C04252,Postpaid,2017-11-25,2023-06-09,325,323,296,1,52.92,0,3000,0,0.173,,0
C02642,Postpaid,2016-09-14,2023-06-11,172,197,184,0,35.94,0,8360,0,0.1,,0
C02805,Postpaid,2020-11-19,2023-06-03,113,122,120,2,,0,2300,0,0.067,,0
C00146,Postpaid,2018-08-13,2023-06-13,1260,1301,1348,2,126.59,0,9160,0,0.153,,0
C00289,Postpaid,2021-04-29,2023-06-05,191,217,236,1,44.64,0,1090,0,0.133,,0
C03106,Postpaid,2015-09-21,2023-05-08,267,290,288,3,62.61,0,7000,0,0.429,2024-03-14,0
C04860,Prepaid,2022-11-04,2023-05-06,96,90,81,0,,0,3000,0,0.173,,0
C01349,Postpaid,2017-05-28,2023-06-22,165,187,171,0,40.06,1,5350,0,0.214,,0
C00560,Postpaid,2019-05-28,2023-06-14,196,217,228,1,35.98,0,4390,0,0.071,,0
C03714,Postpaid,2018-01-20,2023-05-23,297,286,263,0,52.94,0,2670,0,0.086,,0
C00059,postpaid,2020-09-27,2023-04-19,175,162,3,0,38.28,0,2018,0,0.333,2023-06-08,1
C01939,Postpaid,2016-09-25,2023-06-24,339,327,296,1,44.67,1,9900,0,0.333,,0
C00797,Postpaid,2015-07-07,2023-06-14,341,392,371,0,56.71,0,3140,1,0.2,,0
C00368,Postpaid,2022-08-06,2023-05-31,977,919,882,0,90.51,0,6260,0,0.0,,0
C00221,Prepaid,2015-01-05,2023-06-02,331,284,286,2,,0,3060,1,0.286,,0
C01231,Postpaid,2022-07-17,2023-06-28,290,271,247,0,53.88,0,9160,0,0.153,,0
C02280,Prepaid,2017-06-18,2023-06-13,44,42,42,0,,0,3800,1,0.083,,0
C00926,Postpaid,2019-04-02,2023-05-24,1300,1219,1226,0,124.62,0,9160,0,0.153,,0
C02913,Postpaid,2020-09-16,2023-06-06,130,129,135,1,34.3,0,1770,0,0.0,,0
C00147,Postpaid,2020-06-04,2023-06-11,157,163,167,0,40.02,0,5550,0,0.2,,0
C02624,Postpaid,2023-03-03,2023-06-11,283,275,253,0,56.04,0,1700,0,0.342,,0
C01844,Prepaid,2020-08-22,2023-06-17,296,316,321,1,,0,1090,0,0.133,,0
C03737,Postpaid,2019-12-01,2023-04-12,675,323,18,3,48.97,0,3990,1,0.4,2023-06-18,1
C04290,Postpaid,2022-02-05,2023-06-17,223,244,257,3,55.82,1,6200,0,0.167,,0
C00084,Postpaid,2020-11-02,2023-06-24,403,454,473,0,54.01,0,9160,0,0.153,,0
C00244,Postpaid,2019-11-23,2023-05-22,82,93,88,1,37.05,2,8490,0,0.143,2024-10-04,0
C03839,Postpaid,2015-05-22,2023-06-01,229,211,216,0,36.91,0,1200,0,0.116,,0
C02292,Postpaid,2021-09-08,2023-05-13,428,270,14,2,54.06,0,3000,1,0.173,2023-06-29,1
C02819,Postpaid,2015-10-09,2023-06-17,1324,1156,1080,2,114.96,0,3000,0,0.173,,0
C01077,Postpaid,2015-05-29,2023-05-13,330,367,331,0,,2,2600,0,0.231,2025-03-15,0
C04036,Postpaid,2018-08-15,2023-06-09,482,429,449,0,57.6,0,9770,0,0.083,,0
C04442,Prepaid,2018-07-29,2023-04-26,93,73,0,2,,0,3000,1,0.173,,1
C04156,Postpaid,2015-09-29,2023-06-23,144,149,141,0,52.24,0,6170,0,0.0,,0
C00182,Prepaid,2020-01-13,2023-06-15,83,88,82,0,,0,4390,0,0.071,,0
C00795,Prepaid,2018-05-16,2023-06-22,15,16,16,1,,0,6430,0,0.188,,0
C04194,Postpaid,2019-11-14,2023-06-26,285,280,302,1,48.75,1,5940,0,0.444,,0
C03930,Postpaid,2014-12-04,2023-06-06,158,165,155,2,40.84,1,2590,0,0.0,2024-08-20,0
C00576,Prepaid,2015-11-24,2023-06-06,70,69,68,0,,0,3000,0,0.173,,0
C03586,Postpaid,2017-10-29,2023-06-07,140,154,139,1,47.66,0,2190,0,0.143,,0
C02939,Postpaid,2021-01-12,2023-05-23,569,268,6,1,56.2,0,9100,1,0.136,2023-06-17,1
C01132,Prepaid,2020-07-10,2023-06-13,284,245,241,0,,0,6900,0,0.205,,0
C00520,Postpaid,2018-08-30,2023-06-24,163,159,156,0,42.31,0,9860,0,0.132,,0
C04582,Postpaid,2016-06-03,2023-06-15,227,252,251,2,54.8,0,6860,0,0.278,,0
C03837,Postpaid,2015-12-11,2023-06-09,106,118,114,0,29.8,0,3130,0,0.1,,0
C04299,Postpaid,2020-10-06,2023-06-24,31,32,35,1,44.51,0,6900,0,0.205,,0
C00304,Postpaid,2014-03-24,2023-06-30,412,367,372,1,41.49,1,3000,0,0.173,,0
C04067,Postpaid,2023-03-08,2023-06-22,277,240,225,2,54.42,0,5700,0,0.273,,0
C03342,Prepaid,30/03/2016,2023-06-28,48,55,55,0,,0,8540,0,0.125,,0
C03763,Prepaid,2019-08-27,2023-05-08,20,15,1,0,,0,5350,1,0.214,,1
C00899,Postpaid,2019-04-16,2023-06-30,644,716,767,1,81.35,0,7500,0,0.079,,0
C00786,Prepaid,2020-07-18,2023-05-05,53,52,48,0,,0,1270,0,0.167,,0
C02136,Postpaid,2021-07-02,2023-06-06,335,345,329,0,47.88,0,8630,0,0.188,,0
C00212,Prepaid,2022-10-31,2023-06-15,349,349,366,1,,0,3000,0,0.173,,0
C03368,Post-paid,2019-11-07,2023-05-02,378,235,10,1,54.87,0,4900,0,0.167,2023-06-16,1
C03350,Postpaid,2014-03-29,2023-05-21,18,20,19,1,31.05,0,3000,0,0.173,,0
C00667,Postpaid,2016-05-29,2023-06-29,100,85,90,0,29.58,0,8560,0,0.233,,0
