SalePrice;OverallQuality;LivingArea;GarageCars;GarageArea;YearBuilt;LotArea;Neighborhood;HouseStyle;HasPool;PoolQuality
375318;7;2421;3;607;1997;4584;F;1Story;No;nan
297927;3;1793;1;207;1979;12246;C;2Story;No;nan
276854;8;1099;1;280;1964;8318;D;2Story;No;nan
355556;10;1665;2;466;1996;10109;C;1Story;No;nan
217645;4;1348;0;18;1993;7991;A;1Story;No;nan
150549;1;1621;1;260;1976;4732;A;Townhouse;No;nan
157044;4;1143;1;292;2013;10977;F;2Story;No;nan
442563;7;2345;2;441;1990;9352;D;1Story;No;nan
380877;4;1963;2;424;2017;7456;A;2Story;No;nan
341384;6;1516;1;260;1954;9301;E;1Story;No;nan
397252;9;2365;1;213;2002;10453;C;1Story;No;nan
154099;1;1537;3;623;1957;9981;E;Townhouse;No;nan
500190;5;2049;0;-22;1971;2866;A;1Story;No;nan
315584;7;1519;3;672;1956;3529;F;1Story;No;nan
246217;1;1697;1;202;1971;10199;C;2Story;No;nan
322700;4;1459;3;645;1995;5912;D;Duplex;No;nan
409610;6;1548;3;619;1979;4854;A;2Story;No;nan
260950;2;1585;1;277;1965;9116;B;1Story;No;nan
337648;10;1165;2;426;1954;4763;B;2Story;No;nan
281698;5;1299;1;192;2016;6563;F;2Story;No;nan
418758;10;1392;2;416;1972;10557;B;1Story;No;nan
185066;1;1615;1;252;2010;3458;D;2Story;No;nan
349422;6;1485;1;243;1954;;A;1Story;No;nan
311104;6;2087;1;200;1972;3167;B;Townhouse;No;nan
244760;4;1924;0;1;1974;5417;B;2Story;No;nan
463728;8;1402;2;451;1957;8248;E;1Story;No;nan
293782;4;2191;0;-28;1970;6144;E;2Story;No;nan
385192;8;2437;1;158;1951;12510;F;1Story;No;nan
279576;8;478;3;;1971;9366;F;2Story;No;nan
346681;5;1966;0;-26;2021;7944;A;1Story;No;nan
309549;4;1154;2;458;2021;11802;E;1Story;No;nan
282148;2;1900;1;233;2017;4008;C;2Story;No;nan
283850;3;2119;0;2;2013;10600;E;Duplex;No;nan
171873;3;1062;3;643;1968;7291;A;1Story;No;nan
241581;4;574;0;-25;2002;6634;E;2Story;No;nan
267530;4;1918;2;394;2001;9833;B;2Story;No;nan
316438;10;1568;0;-25;1996;6762;B;1Story;No;nan
268215;5;666;3;683;2003;8546;A;1Story;No;nan
420005;4;2765;3;716;1993;7700;A;2Story;No;nan
412427;10;1812;2;490;1956;8919;C;1Story;Yes;Gd
363328;8;1835;3;666;1950;6479;E;Townhouse;No;nan
412480;6;2183;1;276;2012;10780;E;2Story;No;nan
302783;6;1210;3;648;1988;1867;B;Duplex;No;nan
343247;8;1565;1;168;1968;9923;B;1Story;No;nan
179039;7;840;0;77;1980;2326;C;Duplex;No;nan
449795;10;1196;1;241;1973;5740;E;1Story;No;nan
359097;10;1693;1;159;2018;;A;2Story;No;nan
230399;8;667;0;62;2014;1959;C;1Story;No;nan
224705;2;1182;3;630;1982;8499;A;1Story;No;nan
363551;9;1036;1;199;2008;3886;C;1Story;No;nan
199768;1;1571;3;701;1982;5093;A;1Story;No;nan
355301;8;1787;0;54;1981;4955;A;2Story;No;nan
240199;4;1871;2;400;2008;3970;B;2Story;No;nan
279114;4;1999;3;;1990;2811;B;2Story;No;nan
238782;5;2186;3;695;1961;14214;B;1Story;No;nan
343531;8;1804;2;408;2022;7453;D;1Story;No;nan
320740;5;2444;2;430;1960;4288;A;Duplex;No;nan
411508;8;1560;0;61;1968;6314;A;2Story;No;nan
681090;10;1413;3;598;2003;8110;B;1Story;No;nan
362789;1;1804;3;715;2006;6864;E;2Story;No;nan
379508;10;1392;0;34;1991;4199;D;Duplex;No;nan
437307;9;2426;3;680;2020;5302;D;Duplex;No;nan
283270;6;2065;1;225;1980;11557;C;1Story;No;nan
304241;3;1875;1;299;2001;3792;B;Duplex;No;nan
308169;8;1566;1;305;1951;2009;A;1Story;No;nan
302593;9;1296;3;635;1987;6836;C;2Story;No;nan
228668;6;1851;1;244;;2205;C;1Story;No;nan
331791;7;936;1;295;1959;5271;E;2Story;No;nan
348741;1;2267;0;-31;1957;4244;E;2Story;No;nan
212615;5;1411;0;10;1969;4270;C;1Story;No;nan
370716;5;1653;2;480;1969;8209;C;2Story;No;nan
394207;10;1045;2;359;1958;8771;B;2Story;No;nan
275831;4;1861;2;;2021;5582;B;1Story;No;nan
297075;6;1273;2;396;1964;;F;1Story;No;nan
455462;7;1825;0;8;2012;5433;A;1Story;No;nan
337222;9;1879;0;46;1970;9203;F;2Story;No;nan
236261;1;1176;0;-96;1954;3567;C;Duplex;No;nan
282179;6;938;1;251;1984;;C;2Story;No;nan
553275;7;2266;1;302;;8723;B;1Story;Yes;Ex
173227;3;1404;2;419;1997;15008;D;1Story;No;nan
294253;8;1612;1;243;2011;2737;C;1Story;Yes;TA
469587;5;1743;3;713;1984;15967;C;Townhouse;No;nan
309276;9;873;0;-64;2019;10270;B;1Story;No;nan
364806;5;1731;2;470;1970;13482;A;1Story;No;nan
484126;9;1550;2;481;1988;10716;C;2Story;No;nan
482368;10;1178;3;686;1983;5169;B;Duplex;No;nan
235550;4;922;1;223;1964;9974;D;1Story;No;nan
298651;9;1803;2;400;1955;6003;D;1Story;No;nan
348250;5;2064;1;276;2015;7736;B;2Story;No;nan
397588;10;1589;1;;2005;4476;D;2Story;No;nan
355244;9;783;3;624;1998;5964;B;1Story;No;nan
160247;3;971;2;427;1950;10691;D;2Story;No;nan
174154;4;1284;1;235;2014;9314;A;2Story;No;nan
363323;9;2282;1;158;1977;11073;B;Duplex;No;nan
395043;10;1377;3;;1969;3807;B;1Story;No;nan
334326;6;1266;3;643;1997;2389;E;1Story;No;nan
275746;2;663;1;273;2021;11305;A;2Story;No;nan
436671;7;1172;3;585;2014;11083;B;2Story;No;nan
141896;2;884;1;258;2000;8635;C;2Story;No;nan
213818;2;998;2;497;1992;9258;A;2Story;No;nan
152613;1;1560;0;-73;1998;10595;E;1Story;No;nan
271754;3;1299;3;;1974;8545;C;1Story;No;nan
370473;6;2350;0;71;1990;9610;F;1Story;No;nan
436723;8;2039;1;184;2020;10444;A;Townhouse;No;nan
345336;9;1196;1;344;2013;7719;B;1Story;No;nan
384133;7;1042;1;148;2010;6963;D;1Story;No;nan
265383;4;2191;0;7;1961;9146;D;1Story;No;nan
477755;6;2330;1;219;2018;14794;B;Duplex;No;nan
265911;5;403;3;652;1963;5457;C;Duplex;No;nan
406285;8;1546;2;459;1983;6708;E;Townhouse;No;nan
263920;1;1374;2;461;1997;2731;A;1Story;Yes;Ex
244147;1;1825;3;653;2010;9304;D;2Story;No;nan
395570;6;2471;2;399;1984;6410;B;1Story;No;nan
347505;10;1258;0;42;2014;3799;F;1Story;No;nan
139349;2;470;1;245;2008;7809;C;1Story;No;nan
314928;5;1790;1;225;1985;12484;A;1Story;Yes;Ex
260827;1;2195;1;244;1968;;C;2Story;No;nan
405703;7;1348;0;;1991;7218;F;Townhouse;No;nan
150517;1;1147;0;-30;2018;12367;D;1Story;No;nan
287164;4;1281;0;;1968;7985;B;Townhouse;No;nan
283865;9;1925;3;638;1988;4377;C;1Story;No;nan
122041;1;1273;0;;2018;10067;C;1Story;No;nan
308404;4;1664;2;432;2001;11374;A;1Story;No;nan
333597;6;1514;3;684;1961;7399;B;1Story;No;nan
344530;6;1462;3;643;1996;8391;C;1Story;No;nan
606399;8;1851;3;687;1985;4066;C;2Story;No;nan
167897;1;1261;0;-39;2012;5388;B;2Story;No;nan
381313;7;1285;3;661;2000;7001;E;Duplex;No;nan
235883;1;1899;0;39;1992;8231;C;1Story;Yes;Ex
342782;7;1007;0;19;1983;6141;B;2Story;No;nan
222792;3;1060;3;668;1998;6888;B;2Story;No;nan
218465;8;870;1;292;1967;7629;D;Townhouse;No;nan
252112;3;1925;1;261;2010;5006;D;1Story;No;nan
273467;1;1447;3;694;2006;7194;D;Townhouse;No;nan
268975;8;843;1;246;1954;11468;B;2Story;No;nan
338891;3;1927;2;471;1973;6212;C;2Story;No;nan
217811;2;1222;2;506;2013;5297;F;1Story;No;nan
242770;1;1064;0;-17;2008;14255;C;1Story;No;nan
262423;3;1402;1;260;1987;8677;B;2Story;Yes;TA
493068;2;2239;2;454;1982;5681;E;1Story;No;nan
281818;2;1303;3;645;1959;9931;B;1Story;No;nan
230899;6;1788;1;216;1986;8768;B;Townhouse;No;nan
297413;1;1864;2;449;1960;6289;A;1Story;No;nan
362751;2;1722;2;406;1973;7853;B;1Story;No;nan
384544;6;2136;3;695;;7126;C;2Story;No;nan
251337;3;1146;0;-4;1970;10970;A;1Story;No;nan
194065;4;978;3;;1969;10044;E;2Story;No;nan
143834;1;969;0;54;1959;1571;C;2Story;No;nan
332510;8;1428;2;445;1996;13709;C;1Story;No;nan
207351;7;1026;0;62;1996;7135;C;2Story;No;nan
374671;7;1574;2;;1964;13167;D;1Story;No;nan
295019;3;1538;2;396;1993;10148;C;Duplex;No;nan
397123;10;2009;1;208;2011;8745;E;Townhouse;No;nan
330510;10;1646;0;-113;;7718;E;1Story;No;nan
166339;3;1292;0;36;2015;16276;D;Duplex;No;nan
329983;2;1705;0;-42;1953;7185;C;2Story;Yes;TA
173161;1;985;3;;1972;5986;E;1Story;No;nan
307011;7;1481;1;249;1962;6256;C;1Story;No;nan
426742;7;1660;1;225;1980;8003;A;1Story;No;nan
222084;2;1565;1;202;1965;7998;A;Townhouse;No;nan
290051;7;1708;3;579;1990;11012;F;1Story;No;nan
347783;8;1178;0;52;1950;10275;B;1Story;No;nan
265445;1;2076;0;29;1961;10278;E;1Story;No;nan
425595;9;2411;0;82;2005;7315;B;2Story;No;nan
234220;7;699;1;196;1999;10030;C;Townhouse;No;nan
206116;3;892;1;162;1969;;D;2Story;No;nan
340076;8;1522;2;480;2015;7762;B;1Story;No;nan
323377;7;1372;3;652;1985;;D;1Story;No;nan
731575;8;2448;3;685;1987;10340;D;1Story;No;nan
361257;6;1610;1;285;1971;8633;C;1Story;No;nan
540987;9;2196;2;456;2010;8920;C;2Story;No;nan
205066;5;475;0;7;1999;12221;A;1Story;No;nan
211338;3;1907;1;229;2008;8657;C;Duplex;No;nan
327836;3;1142;3;595;1969;6177;A;2Story;No;nan
209557;1;1134;3;704;1985;3963;B;Duplex;Yes;Ex
355103;8;1376;3;707;1964;8339;F;Townhouse;No;nan
194205;2;788;0;;2011;7006;C;Townhouse;No;nan
245459;3;1721;3;599;1952;10425;D;1Story;No;nan
416372;8;1595;0;-5;1954;12733;C;Townhouse;No;nan
376290;8;1633;0;58;2005;4911;B;2Story;No;nan
277535;4;1944;0;-23;1980;5342;C;2Story;Yes;TA
302290;4;2257;1;;1984;7928;E;1Story;No;nan
236891;5;1318;0;2;2020;;A;1Story;No;nan
260413;6;1739;2;469;2019;7334;E;Townhouse;No;nan
517991;5;1646;3;644;1975;6391;C;1Story;No;nan
515199;7;1689;1;223;1950;4977;A;1Story;Yes;TA
303918;2;1696;3;677;1956;10478;C;1Story;No;nan
433890;7;2295;0;-43;1985;8226;C;Townhouse;No;nan
498502;10;1270;1;231;1974;13491;B;1Story;No;nan
283651;7;737;2;332;2008;9077;E;Townhouse;No;nan
182085;1;1151;0;-24;2010;11866;E;1Story;No;nan
513930;7;1879;3;682;1978;5814;E;1Story;No;nan
357698;5;1512;2;485;1967;5776;E;1Story;No;nan
271127;3;1266;0;19;1990;14663;F;2Story;No;nan
216272;3;962;2;384;1968;6173;F;1Story;No;nan
312613;4;1611;0;41;1953;5153;A;1Story;No;nan
266275;2;1822;1;174;2014;4486;C;1Story;No;nan
248013;2;1653;0;25;1990;13747;A;1Story;No;nan
254221;1;1373;1;176;1964;7176;C;2Story;No;nan
312818;5;1573;0;-31;2003;9210;F;1Story;No;nan
423637;4;1570;0;-38;2013;8454;B;1Story;No;nan
427283;10;1595;3;;2021;5830;D;1Story;No;nan
134352;2;908;2;432;1964;7111;D;1Story;No;nan
298688;3;1599;2;460;1999;10537;B;Townhouse;No;nan
275243;7;1280;2;439;1971;4322;B;1Story;No;nan
360091;7;2020;0;-61;1967;10023;C;1Story;No;nan
277897;4;1566;0;;1951;12302;B;1Story;No;nan
492426;5;1918;0;-70;1985;8877;C;2Story;No;nan
338887;5;1349;1;185;1969;12000;C;2Story;No;nan
286584;6;1367;1;205;1965;3886;C;1Story;Yes;TA
319044;9;2247;3;643;2016;2510;A;2Story;No;nan
262356;2;1718;0;-66;1979;8728;C;2Story;No;nan
393190;5;1143;2;495;2004;6241;A;1Story;No;nan
371726;3;1948;2;506;2015;10636;E;1Story;No;nan
208357;4;1233;3;750;1975;7069;B;2Story;No;nan
418431;10;1613;2;486;2006;8442;E;2Story;No;nan
635260;6;2418;3;644;2018;8243;D;Townhouse;No;nan
264062;8;784;0;;1951;8339;E;1Story;No;nan
283655;1;1412;2;421;2005;6372;B;2Story;No;nan
393820;10;1704;0;79;2011;3906;B;1Story;No;nan
454429;8;1882;1;;1983;7342;C;Duplex;No;nan
350360;7;879;2;491;2005;12350;A;2Story;Yes;Gd
165363;1;732;1;268;2004;6174;F;2Story;No;nan
313336;2;2045;2;448;1969;6157;C;1Story;No;nan
232025;3;1140;0;;1999;8473;F;1Story;No;nan
371125;1;1119;3;656;1974;4469;E;2Story;Yes;TA
523508;9;2275;0;6;1974;11010;A;1Story;No;nan
398657;8;1535;0;51;2002;4755;D;1Story;No;nan
326377;2;1538;0;1;1963;7132;B;1Story;No;nan
425636;9;1410;2;392;2009;15617;B;1Story;No;nan
246478;7;888;3;700;1992;4572;B;2Story;No;nan
350909;9;1838;1;211;2011;12417;F;1Story;No;nan
404866;6;1705;0;-102;2018;8364;C;1Story;No;nan
321615;6;1584;2;;2012;8787;D;1Story;No;nan
249254;4;1442;1;240;1951;5572;B;Duplex;No;nan
382277;10;1354;0;-34;2003;10396;C;Townhouse;No;nan
285395;10;1956;1;212;1965;6902;C;1Story;No;nan
218453;2;1429;0;;2004;4557;B;2Story;No;nan
339846;7;1468;1;233;1992;12367;B;1Story;No;nan
499656;5;1765;1;;2010;6842;C;2Story;No;nan
347430;6;1604;3;710;1987;2422;D;2Story;No;nan
305541;2;2321;3;728;1994;7194;B;1Story;No;nan
191275;5;619;0;-20;2000;10424;F;1Story;No;nan
270028;10;1650;2;364;1991;9945;A;2Story;No;nan
226262;4;1147;3;;1973;6077;C;Townhouse;No;nan
236412;9;1029;1;193;1979;5068;A;Duplex;No;nan
242349;6;1271;3;681;1986;3901;A;2Story;No;nan
277936;2;1527;3;748;2002;7932;F;1Story;No;nan
185272;1;1550;0;-62;2012;8453;E;1Story;No;nan
200944;5;741;3;628;1960;10127;D;Duplex;No;nan
410799;9;1229;3;652;1972;7553;E;1Story;No;nan
260041;6;1641;1;272;1999;7464;E;2Story;No;nan
386532;10;1062;3;802;2004;7165;D;1Story;No;nan
394283;7;943;1;230;2004;8458;E;1Story;No;nan
239668;5;400;3;595;1953;7599;C;1Story;No;nan
477725;10;1168;3;646;2003;10817;C;Duplex;No;nan
249605;6;925;2;409;2010;8933;E;1Story;No;nan
274615;5;1008;3;689;1954;8324;A;2Story;No;nan
292782;9;1364;1;235;1967;7875;E;Duplex;No;nan
219480;6;1200;1;178;1993;5175;B;Townhouse;No;nan
254522;8;917;0;-33;1980;;E;1Story;No;nan
249622;2;442;0;-14;1970;6060;B;2Story;No;nan
472419;9;1651;2;430;1996;9040;B;Townhouse;No;nan
418930;5;1876;1;218;1979;7373;A;1Story;No;nan
397636;7;1302;1;222;2004;12993;E;2Story;No;nan
328496;10;1367;1;269;2017;4214;B;1Story;No;nan
200206;1;1501;2;424;2018;1000;D;1Story;No;nan
714689;10;2289;1;198;1990;8803;D;1Story;No;nan
284666;5;716;0;;1994;6070;B;2Story;No;nan
376551;10;1293;2;431;1979;8483;F;2Story;No;nan
186195;2;639;0;10;1994;4293;A;1Story;No;nan
370787;6;1681;0;-69;;13727;D;Duplex;No;nan
202774;1;1428;2;426;1994;6840;C;1Story;No;nan
318690;3;1601;3;706;2004;5876;B;2Story;No;nan
248621;5;1577;3;686;2008;13671;B;Townhouse;No;nan
276001;4;1995;0;15;;10521;D;1Story;No;nan
212135;3;1769;3;685;1981;12169;F;2Story;No;nan
356360;10;1915;1;197;1955;7483;A;2Story;No;nan
252848;5;967;2;;1975;8141;B;2Story;No;nan
277356;8;2097;0;51;1986;6210;F;1Story;No;nan
290263;4;1139;1;253;1962;5860;A;1Story;Yes;Gd
271635;1;1168;3;;2018;9195;C;2Story;Yes;Ex
438448;7;1635;1;145;1974;6895;C;1Story;No;nan
352513;8;1651;3;631;1962;14662;B;1Story;No;nan
182358;3;964;0;22;1969;10528;D;Duplex;No;nan
282514;6;1413;1;194;2021;13650;F;1Story;No;nan
374991;2;2244;2;453;2009;1314;C;Duplex;No;nan
258689;7;766;0;57;2022;13686;D;1Story;No;nan
342594;8;2243;1;216;1970;1000;D;2Story;No;nan
307109;6;1379;1;229;2010;;C;Townhouse;No;nan
276253;6;400;3;687;1975;2742;A;Townhouse;No;nan
299573;5;817;0;-43;2003;8729;D;1Story;No;nan
295560;8;1018;0;-31;1991;7945;C;Duplex;No;nan
157637;1;1188;0;29;;10385;B;1Story;No;nan
368469;10;1448;0;1;1986;7735;F;1Story;No;nan
138863;4;400;3;665;1960;11675;E;2Story;No;nan
372003;4;1593;2;441;1976;5202;F;Townhouse;No;nan
260299;3;972;0;39;1983;11744;B;Townhouse;No;nan
529485;3;2195;3;677;1987;7908;E;1Story;No;nan
340914;4;1365;2;458;;15068;D;2Story;No;nan
231263;1;1971;2;489;2002;10616;F;Duplex;No;nan
247735;2;2055;3;724;;7089;F;1Story;No;nan
314777;9;2042;0;;1952;7898;F;2Story;No;nan
317392;10;1217;2;417;2016;4973;F;1Story;No;nan
198999;2;1210;0;99;1977;9078;A;1Story;Yes;Gd
240228;5;1388;0;-44;1963;7087;D;2Story;No;nan
330402;9;1818;1;297;2001;10173;B;1Story;No;nan
365609;9;1245;0;-25;1979;;D;1Story;No;nan
210279;8;1440;1;217;2007;7011;F;1Story;No;nan
409660;1;1637;2;441;2003;4521;A;2Story;No;nan
141484;1;1048;3;625;2018;4708;C;1Story;No;nan
410241;9;1016;1;223;1964;9818;D;1Story;No;nan
297477;8;1421;3;627;1987;11374;B;2Story;No;nan
487008;10;1487;2;391;;1002;B;1Story;No;nan
301047;9;1717;0;;2006;13586;A;Duplex;No;nan
283063;7;1836;2;504;2008;12212;A;1Story;No;nan
285491;3;950;3;650;1957;3960;D;1Story;No;nan
206438;3;1094;2;478;2021;10481;C;1Story;No;nan
202459;2;1015;0;;1968;6619;A;1Story;No;nan
321020;5;2206;2;389;1981;7706;F;Townhouse;No;nan
208114;3;1440;0;18;1978;9806;D;1Story;No;nan
219842;6;1508;1;290;1990;9440;C;2Story;No;nan
216199;2;1529;3;668;1994;6281;B;1Story;No;nan
229820;3;1142;0;33;1962;6268;D;2Story;No;nan
314711;5;2282;0;60;;6445;C;Townhouse;No;nan
226013;1;1706;2;439;1968;11428;D;1Story;No;nan
144055;1;1520;1;214;1975;2415;D;2Story;No;nan
349656;10;947;0;19;2002;7514;A;Townhouse;No;nan
292650;9;919;1;246;2000;12718;F;2Story;Yes;Gd
243967;7;1346;1;164;1986;10111;C;1Story;No;nan
175176;1;1150;2;452;1958;11153;C;1Story;No;nan
376937;8;966;0;0;2001;7556;F;1Story;No;nan
207953;3;1315;2;408;;4509;C;Duplex;Yes;TA
302695;8;1392;3;657;1952;;D;2Story;No;nan
309212;5;1571;3;613;2018;5933;D;Townhouse;No;nan
123277;1;1248;0;-60;1957;14692;B;1Story;No;nan
335627;7;996;1;223;1963;7525;F;1Story;No;nan
259873;5;1014;0;;1952;9912;C;1Story;No;nan
320067;6;2106;0;;1973;13107;C;1Story;No;nan
183566;6;874;3;622;;4710;F;1Story;Yes;Gd
452882;8;1682;3;628;1992;1161;C;1Story;No;nan
370140;9;1760;1;242;1978;9470;D;Duplex;No;nan
192073;2;1439;1;287;2021;10035;E;1Story;No;nan
278925;9;2384;0;31;2000;6758;B;1Story;No;nan
411311;10;1751;2;492;1991;4531;B;Townhouse;No;nan
382124;9;2421;0;-42;1980;8929;A;Townhouse;No;nan
251110;10;1174;1;217;2012;7929;E;1Story;No;nan
470608;10;1183;2;481;1975;8967;B;Townhouse;No;nan
247994;7;1764;3;604;1967;4601;B;1Story;No;nan
178028;1;1369;1;194;2006;8974;B;1Story;No;nan
473080;7;2343;1;258;1956;10459;B;Duplex;No;nan
440162;10;1671;2;;1997;3482;D;2Story;No;nan
180408;5;978;1;;2009;12381;F;Duplex;No;nan
370781;6;632;1;155;1982;8763;B;Duplex;No;nan
523979;10;1461;1;273;1952;10553;C;1Story;Yes;Gd
421826;7;1455;1;138;;4163;E;2Story;No;nan
223981;5;1657;1;;1953;10048;C;1Story;No;nan
355717;7;2105;1;199;1991;3066;F;1Story;No;nan
518299;9;2040;1;262;1958;;C;1Story;No;nan
266837;3;1211;1;;2000;8790;B;1Story;No;nan
235380;8;853;3;765;1966;7172;F;Duplex;No;nan
141060;2;883;1;236;1966;8082;C;Duplex;No;nan
234102;7;1132;3;683;1969;13782;B;2Story;No;nan
342910;2;1317;3;629;1963;8035;B;1Story;No;nan
213107;4;1653;0;-5;1971;10129;F;2Story;No;nan
496367;7;1100;0;-4;2001;7800;E;2Story;No;nan
181394;3;1640;3;732;1976;7711;C;Townhouse;No;nan
233979;2;1681;3;676;1992;5065;E;1Story;No;nan
407077;10;1572;1;242;1952;9104;C;1Story;No;nan
421363;7;936;0;21;1957;;B;Townhouse;No;nan
218694;1;1734;2;465;1959;8264;D;Townhouse;No;nan
384682;8;2541;0;-56;1978;7199;D;1Story;No;nan
310052;3;1623;3;742;1989;11420;C;1Story;No;nan
182328;2;400;3;;2014;11068;A;Duplex;No;nan
376991;3;2120;1;218;;9317;A;2Story;No;nan
322993;5;1149;1;281;1973;7075;E;2Story;No;nan
593961;8;2633;0;77;2022;11433;E;1Story;No;nan
277401;10;1558;1;;2009;8363;D;1Story;No;nan
199889;7;658;2;420;1975;10741;E;1Story;No;nan
228095;7;468;2;445;1958;5542;D;2Story;No;nan
482302;7;2270;1;227;1969;6240;E;1Story;No;nan
550533;8;2053;2;448;2005;8291;B;1Story;No;nan
285123;1;2613;2;391;1985;4294;C;1Story;No;nan
288443;4;1505;0;50;1985;;C;1Story;No;nan
498171;6;1472;2;445;2022;4161;B;1Story;No;nan
361038;9;1309;3;631;1971;3366;D;1Story;No;nan
230419;2;1171;3;;;15308;F;Townhouse;No;nan
275330;1;1304;0;11;2018;6173;C;1Story;Yes;Gd
324686;10;1609;1;164;2022;6437;F;1Story;No;nan
112593;2;1078;0;35;1986;8241;C;1Story;No;nan
327442;7;665;1;229;2021;4815;C;Duplex;No;nan
379484;3;1580;1;283;1962;6495;D;1Story;No;nan
325561;10;1067;1;223;1992;13503;B;1Story;Yes;Ex
199000;2;400;1;177;1986;9074;C;1Story;No;nan
285962;7;1776;1;172;1974;10958;C;2Story;No;nan
136331;2;946;0;-16;1970;12721;F;2Story;No;nan
213319;3;1831;1;209;1990;8632;D;1Story;No;nan
459734;7;1819;2;;2022;;B;1Story;No;nan
301016;4;1642;2;445;1991;3698;A;1Story;No;nan
292993;1;2748;1;196;1991;;F;2Story;No;nan
248366;5;1431;2;450;1951;7513;C;2Story;No;nan
330044;9;1357;3;639;2017;5578;F;1Story;No;nan
381045;8;1842;0;25;1957;12636;C;2Story;Yes;Gd
278364;9;1472;0;-12;2010;11307;D;1Story;No;nan
430948;10;2080;1;270;1963;10957;D;2Story;No;nan
223099;9;866;1;246;1970;7651;B;2Story;No;nan
172873;7;874;3;668;1973;4901;D;Townhouse;No;nan
349581;4;1883;1;212;1999;11984;C;1Story;Yes;Ex
228576;5;918;2;379;1994;9006;D;2Story;No;nan
326493;1;1805;3;717;2013;10319;E;1Story;No;nan
259054;1;1685;2;413;2013;;B;1Story;No;nan
242552;3;1153;0;4;1975;8932;D;1Story;No;nan
381911;8;1684;2;454;1981;13999;A;1Story;No;nan
166502;2;883;0;-7;2006;6028;A;1Story;No;nan
158710;4;1000;2;494;2002;7073;D;Townhouse;No;nan
262312;2;1381;0;-49;1982;12923;A;2Story;No;nan
398908;5;1539;1;289;2001;8246;C;1Story;No;nan
477986;9;1348;2;467;1967;7622;B;1Story;No;nan
234376;1;1717;0;-10;1984;7241;B;1Story;No;nan
278260;5;1694;2;431;1961;10038;A;1Story;No;nan
411407;9;2265;3;571;2000;7312;B;1Story;No;nan
207309;1;1452;1;186;1959;6975;E;1Story;No;nan
292340;9;2097;0;-14;2001;9988;D;Townhouse;No;nan
438583;8;1960;3;667;1983;;F;2Story;Yes;TA
455104;4;2647;2;490;2016;4972;A;2Story;No;nan
412987;10;1436;3;742;1988;8096;E;Duplex;No;nan
224458;5;1290;2;451;1957;12184;D;1Story;No;nan
297742;5;2129;1;228;;10296;B;1Story;No;nan
378922;6;1693;3;640;1971;12554;D;1Story;No;nan
374834;7;2141;1;151;2019;5806;D;2Story;No;nan
305804;8;1858;0;-24;2010;11211;C;1Story;No;nan
334352;8;447;2;432;1992;6054;D;1Story;No;nan
346355;2;1688;2;479;1998;4303;C;Townhouse;No;nan
504556;9;1656;1;241;1978;5591;B;1Story;No;nan
443398;7;1567;1;;1980;8394;C;2Story;No;nan
216140;4;1434;0;-23;2002;11084;E;Duplex;No;nan
193594;4;704;3;581;1983;8931;C;1Story;No;nan
493476;8;1937;2;;1987;7540;C;Duplex;No;nan
251263;4;1687;2;373;2006;4903;D;2Story;No;nan
477650;6;2051;0;-12;1953;10116;E;Townhouse;No;nan
214461;5;731;0;40;1951;10891;D;1Story;No;nan
371910;3;1754;1;259;1961;8895;A;Townhouse;No;nan
362965;10;1383;1;252;1984;4843;D;1Story;No;nan
288766;2;1572;3;;2019;;C;2Story;No;nan
325675;9;1388;0;;2021;11682;C;1Story;No;nan
421295;10;1772;3;623;1970;12599;C;1Story;No;nan
213939;9;1419;0;34;2010;6687;D;1Story;No;nan
183235;1;974;2;373;1984;9309;E;1Story;No;nan
554891;10;1543;0;-47;1997;6396;D;1Story;No;nan
205255;3;1393;0;66;1964;5233;C;1Story;No;nan
269266;8;1458;2;432;2020;12750;C;1Story;No;nan
285149;6;400;0;-27;1964;9694;A;1Story;No;nan
343671;5;1841;3;704;1955;11878;F;1Story;No;nan
312200;5;1343;1;269;2017;4326;C;1Story;No;nan
246403;6;826;1;203;1971;8865;C;Duplex;No;nan
283684;7;1961;3;671;1981;9525;E;2Story;No;nan
324720;1;1818;2;445;1971;5503;A;1Story;No;nan
326658;9;1336;0;-113;1976;12464;E;2Story;No;nan
230267;3;924;3;604;1964;7263;E;2Story;Yes;Gd
369909;4;1589;1;258;1993;9361;E;1Story;No;nan
415400;10;1562;1;187;1958;6349;A;1Story;No;nan
287973;1;1962;3;;1983;4417;C;1Story;No;nan
444772;10;1278;1;231;2022;10739;A;Townhouse;No;nan
351531;3;2097;3;709;1964;9137;C;1Story;No;nan
220654;2;1230;1;165;2011;8712;D;2Story;No;nan
198812;2;827;3;676;1994;7165;A;1Story;No;nan
240315;1;934;0;;2021;9055;D;2Story;Yes;Gd
463476;8;1469;0;-32;2007;11799;C;1Story;No;nan
332722;3;1467;0;-32;1968;5949;E;1Story;No;nan
214381;3;1664;0;9;1965;9681;C;1Story;No;nan
380363;6;1455;1;245;1957;8607;B;Townhouse;No;nan
496126;8;1989;2;443;1982;7447;B;1Story;No;nan
307791;9;1369;3;;1967;3063;E;1Story;No;nan
239715;9;502;2;420;1984;7964;C;2Story;No;nan
214115;4;1439;1;203;1992;10018;C;2Story;No;nan
196121;5;497;1;188;1999;8972;A;1Story;No;nan
169437;2;1636;2;419;1952;3684;C;1Story;No;nan
